crew, tier, rarity, CMD_core, CMD_min, CMD_max, SCI_core, SCI_min, SCI_max, SEC_core, SEC_min, SEC_max, ENG_core, ENG_min, ENG_max, DIP_core, DIP_min, DIP_max, MED_core, MED_min, MED_max, V_CMD_SCI, V_CMD_SEC, V_CMD_ENG, V_CMD_DIP, V_CMD_MED, V_SCI_SEC, V_SCI_ENG, V_SCI_DIP, V_SCI_MED, V_SEC_ENG, V_SEC_DIP, V_SEC_MED, V_ENG_DIP, V_ENG_MED, V_DIP_MED, G_CMD_SCI, G_CMD_SEC, G_CMD_ENG, G_CMD_DIP, G_CMD_MED, G_SCI_SEC, G_SCI_ENG, G_SCI_DIP, G_SCI_MED, G_SEC_ENG, G_SEC_DIP, G_SEC_MED, G_ENG_DIP, G_ENG_MED, G_DIP_MED, voyage_rank, gauntlet_rank, traits, hidden_traits, action_name, action_bonus_type, action_bonus_amount, action_initial_cooldown, action_duration, action_cooldown, bonus_ability, trigger, uses_per_battle, penalty_type, penalty_amount, accuracy, crit_bonus, crit_chance, evasion, charge_phases, short_name, image_name, symbol, shuttle_rank, collections_rank, ship_rank, overall_rank, stat_collections, crew_collections, vanity_collections, potential_collections
"Mint Julep McCoy",0,4, 0,0,0,259,106,230,0,0,0,0,0,0,763,209,414,571,129,359,1565,0,0,1111,852,1536,1244,557,392,0,1143,794,917,584,121,1145,0,0,736,554,1055,789,167,123,0,642,541,469,337,52,1390,360,"Human, Federation, Starfleet, Physician, Explorer, Casual","male, organic, tos, mccoy, crew_max_rarity_4","Just Relax, Doctor's Orders",1, 8, 8, 8, 10, , , , , , 450, 175, 163, 550, false,"McCoy",crew_portraits_cm_mccoy_julepmint_sm.png,mccoy_julepmint_crew, 49.2627, 29.2683, 9.7098, 50.531, 3, 0, 0, 0
"Captain Burnham",0,5, 1301,177,406,0,0,0,576,93,203,0,0,0,821,164,319,0,0,0,399,222,379,140,228,1100,0,956,0,1017,334,877,925,0,748,583,318,523,158,395,1156,0,816,0,1089,365,965,748,0,602,692,525,"Federation, Starfleet, Human, Resourceful, Inspiring, Xenoanthropology, Explorer, Displaced, Astrophysicist","female, organic, dsc, burnham, crew_max_rarity_5","Let’s Fly",2, 10, 8, 10, 8, , , , , , 500, 200, 70, 290, false,"Burnham",crew_portraits_cm_captain_burnham_sm.png,burnham_captain_crew, 82.7319, 60.7724, 14.4251, 77.6669, 5, 0, 0, 39.5883
"Borg Queen Seven",0,5, 1318,156,369,0,0,0,521,118,240,952,138,319,0,0,0,0,0,0,407,234,31,667,232,1144,585,0,0,198,1381,911,802,369,0,664,312,77,888,465,991,568,0,0,219,1267,822,808,414,0,577,572,"Human, Borg, Civilian, Federation, Resourceful, Pilot, Veteran","nonhuman, female, organic, pic, seven, exclusive_honorhall, crew_max_rarity_5","We are Borg",2, 8, 6, 6, 12, 7, 2, , , , 395, 30, 85, 490, false,"Seven",crew_portraits_cm_seven_borg_queen_sm.png,seven_borg_queen_crew, 85.2154, 40.2439, 17.6533, 80.3452, 3, 0, 0, 41.4085
"Steward Kyheem",0,4, 557,161,358,0,0,0,375,74,164,0,0,0,937,177,353,0,0,0,1087,768,1025,353,866,1449,0,809,0,1274,450,1138,752,0,624,671,468,611,181,470,1330,0,721,0,1205,377,1073,658,0,526,1165,805,"Desperate, Empath, Duelist, Spiritual, Kwejian","male, nonhuman, organic, dsc, kyheem, jan2024, crew_max_rarity_4","We Don't Need Another Savior",0, 8, 6, 5, 8, , , , , , 500, 270, 100, 490, false,"Kyheem",crew_portraits_cm_kyheem_steward_sm.png,kyheem_steward_crew, 57.4311, 13.4146, 15.5214, 48.4179, 2, 0, 1, 21.1268
"EV Suit Picard",0,5, 1046,237,756,0,0,0,439,79,200,864,213,456,0,0,0,0,0,0,452,262,34,711,281,1362,567,0,0,234,1527,1073,784,360,0,80,69,2,213,48,1209,281,0,0,114,1432,991,367,114,0,793,65,"Human, Federation, Starfleet, Astrophysicist, Inspiring, Tactician","male, organic, tng, picard, evsuit, crew_max_rarity_5","Make Every Shot Count",2, 10, 6, 6, 10, , , , , , 1495, 200, 162, 300, false,"Picard",crew_portraits_cm_picard_evsuit_sm.png,picard_evsuit_crew, 71.7113, 19.3089, 14.5457, 78.5917, 2, 0, 0, 21.0401
"Siege Nog",0,4, 0,0,0,0,0,0,909,55,201,606,97,207,277,49,109,0,0,0,0,1007,1084,1642,0,886,812,1542,0,222,722,676,887,632,1338,0,1325,1156,1626,0,1269,844,1516,0,550,1184,1041,796,694,1308,1514,1678,"Ferengi, Starfleet, Federation, Survivalist, Tactician","male, organic, nonhuman, ds9, nog, crew_max_rarity_4","You Can Count On Me, Sir",2, 7, 8, 10, 10, 0, 2, , , , 615, 400, 360, 365, false,"Nog",crew_portraits_cm_nog_siege_sm.png,nog_siege_crew, 55.0252, 16.8699, 15.4571, 41.7178, 2, 0, 0, 0
"Lt. Commander Mitchell",0,5, 1210,12,704,0,0,0,959,18,477,0,0,0,487,71,151,0,0,0,422,120,396,273,248,670,0,1359,0,635,322,471,1372,0,1162,301,85,285,263,173,659,0,1394,0,651,424,514,1420,0,1201,700,342,"Human, Federation, Starfleet, Brutal, Pilot, Telekinetic, Telepath, Compromised, Cosmic","organic, male, tos, mitchell, crew_max_rarity_5","I'll Squash You Like Insects!",0, 10, 6, 6, 12, 5, 1, , 2, 2, , 405, 50, 25, false,"Mitchell",crew_portraits_cm_mitchell_sm.png,mitchell_crew, 81.4707, 23.7805, 42.473, 74.2095, 3, 0, 0, 38.1148
"Nemesis Sacrifice Data",0,4, 0,0,0,297,61,147,619,77,162,886,144,361,0,0,0,0,0,0,1580,1181,823,0,0,797,336,1535,984,199,1344,861,863,424,0,1490,1365,657,0,0,842,236,1436,908,278,1517,1072,680,304,0,1416,1477,"Android, Federation, Starfleet, Hero, Inspiring, Cyberneticist, Resourceful","nonhuman, male, tng, artificial_life, data, crew_max_rarity_4","Goodbye...",0, 4, 12, 12, 12, 1, 0, 1, 1, 4, 475, 200, 150, 400, false,"Data",crew_portraits_cm_data_sacrifice_sm.png,data_sacrifice_crew, 55.2386, 42.6829, 39.9857, 55.3928, 3, 0, 0, 62.2319
"Sutra",0,4, 671,54,144,302,20,78,890,56,367,0,0,0,0,0,0,0,0,0,873,368,1067,1290,913,457,1256,1543,989,785,1113,620,0,0,0,1227,634,1438,1570,1295,614,1278,1572,1011,839,1163,720,0,0,0,1458,1675,"Telepath, Android, Brutal, Desperate, Survivalist","female, pic, nonhuman, artificial_life, sutra, crew_max_rarity_4","My people will survive",2, 8, 8, 5, 8, , , , , , 400, 210, 125, 365, false,"Sutra",crew_portraits_cm_sutra_sm.png,sutra_crew, 57.1983, 27.439, 12.172, 46.52, 3, 0, 0, 60.5417
"Straal",0,5, 1032,158,248,1280,300,451,0,0,0,472,55,158,0,0,0,0,0,0,24,814,232,955,495,272,99,416,155,1230,0,0,1403,873,0,27,1030,424,1153,768,246,84,350,164,1276,0,0,1438,929,0,556,518,"Starfleet, Federation, Exomycologist, Explorer, Human, Innovator","dsc, male, straal, organic, crew_max_rarity_5","Right now, we have to finish getting ready.",1, 9, 8, 8, 10, , , , , , 100, , 90, 50, false,"Straal",crew_portraits_cm_straal_sm.png,dsc_straal_crew, 85.293, 24.3902, 19.2248, 78.7654, 3, 0, 0, 0
"Tam Elbrun",0,4, 0,0,0,0,0,0,0,0,0,0,0,0,684,156,550,549,45,454,0,0,0,1134,874,0,0,976,611,0,1171,805,942,600,136,0,0,0,576,532,0,0,402,394,0,466,515,334,317,34,1650,984,"Betazoid, Federation, Desperate, Maverick, Prodigy, Telepath, Ambassador, Communicator","male, nonhuman, organic, tng, tam_elbrun, crew_max_rarity_4","Make Them Understand",1, 7, 10, 10, 10, 4, 2, , , , 475, 250, 270, 590, false,"Elbrun",crew_portraits_cm_tam_elbrun_sm.png,tam_elbrun_crew, 38.1451, 39.8374, 9.4664, 43.318, 4, 0, 0, 38.2882
"Fifth Dimension Invader",0,4, 0,0,0,894,81,202,689,59,151,0,0,0,477,46,95,0,0,0,939,1126,0,1506,0,151,680,478,520,950,775,802,1411,0,1191,1264,1435,0,1642,0,687,919,996,735,1280,1294,1144,1547,0,1327,1303,1733,"Photonic, Explorer, Desperate, Shapeshifter, Survivalist, Costumed, Cosmic","nonhuman, male, voy, photonic_alien, crew_max_rarity_4","Identify Yourself",0, 9, 8, 8, 10, , , , 1, 3, 390, 80, 190, 200, false,"Invader",crew_portraits_cm_photonic_alien_sm.png,photonic_alien_crew, 63.5429, 48.1707, 15.8069, 52.8326, 5, 0, 1, 19.2849
"Kal'Hyah Sisko",0,5, 532,51,155,0,0,0,0,0,0,0,0,0,1006,140,285,1302,184,390,1341,1338,1280,424,25,0,0,765,200,0,945,222,713,119,28,1481,1441,1422,707,129,0,0,994,334,0,1175,400,936,242,86,553,972,"Human, Spiritual, Inspiring, Federation, Starfleet, Bajoran, Klingon, Cultural Figure","male, organic, ds9, sisko, crew_max_rarity_5","I Grew Up.",2, 10, 8, 6, 8, , , , , , 550, 100, 210, 300, false,"Sisko",crew_portraits_cm_sisko_kalhyah_sm.png,sisko_kalhyah_crew, 87.6601, 41.6667, 14.2275, 80.992, 4, 0, 0, 21.1268
"Luau Q",0,5, 1054,125,302,0,0,0,545,67,154,0,0,0,1299,212,413,0,0,0,687,348,622,83,462,1235,0,451,0,1144,138,983,376,0,287,939,582,864,180,731,1371,0,529,0,1254,285,1114,460,0,345,460,851,"Casual, Resourceful, Desperate, Romantic, Scoundrel, Q Continuum, Hologram, Playful, Festive, Cosmic","nonhuman, male, voy, q_jdl, original, crew_max_rarity_5","I've Tried Everything!",1, 10, 10, 12, 10, , , , 2, 2, 650, 125, 300, 515, false,"Q",crew_portraits_cm_q_luau_sm.png,q_luau_crew, 88.9988, 64.8374, 24.2889, 82.0273, 7, 0, 1, 39.0683
"Ephraim and Dot",0,5, 0,0,0,0,0,0,987,162,332,1302,199,442,494,73,149,0,0,0,0,810,350,1488,0,637,290,1353,0,41,304,440,108,114,1155,0,838,391,1529,0,665,307,1395,0,38,427,523,154,133,1202,557,543,"Federation, Starfleet, Caregiver, Resourceful, Automated Unit, Tardigrade","female, nonhuman, organic, artificial_life, dsc, ephraim_dot, crew_max_rarity_5","Live long and prosper",1, 8, 8, 8, 10, 3, 0, 3, , , 325, 230, 40, 575, false,"Ephraim and Dot",crew_portraits_cm_ephraim_dot_sm.png,ephraim_dot_crew, 85.3318, 52.0325, 62.6241, 81.7013, 4, 0, 0, 20.4984
"Iden",0,4, 843,136,300,0,0,0,658,93,266,0,0,0,360,44,144,0,0,0,932,359,864,721,692,991,0,1493,0,924,879,774,1500,0,1290,925,425,851,709,718,986,0,1477,0,942,829,816,1487,0,1275,1343,1417,"Hologram, Bajoran, Desperate, Brutal, Villain, Maverick, Duelist, Tactician, Vengeful","voy, artificial_life, nonhuman, male, iden, crew_max_rarity_4","Darkness Will Become Light",0, 5, 6, 10, 10, 8, 4, , , , 400, 25, 140, 300, true,"Iden",crew_portraits_cm_iden_sm.png,iden_crew, 57.0819, 38.2114, 21.1911, 53.387, 5, 0, 0, 62.0802
"Holo-Engineer Zimmerman",0,5, 0,0,0,1281,206,454,0,0,0,1111,136,313,487,98,198,0,0,0,372,0,542,1446,0,341,16,163,197,525,1478,0,193,239,1105,405,0,836,1375,0,353,37,169,224,804,1411,0,280,472,1039,418,462,"Human, Federation, Starfleet, Innovator, Resourceful, Romantic, Crafty","male, organic, ds9, zimmerman, crew_max_rarity_5","I'm Here To Make You Immortal",0, 10, 8, 12, 10, , , , 1, 3, 525, 200, 73, 115, false,"Zimmerman",crew_portraits_cm_zimmerman_ds9_sm.png,zimmerman_ds9_crew, 88.378, 32.1138, 18.9899, 81.9984, 2, 0, 0, 0
"Tevrin Krit",0,4, 0,0,0,0,0,0,899,152,328,220,42,112,586,123,215,0,0,0,0,942,1543,1297,0,793,1270,1124,0,463,279,592,932,1016,927,0,862,1491,1300,0,705,1235,1154,0,409,314,550,731,990,946,1487,1441,"Tellarite, Hunter, Merchant, Pilot","male, organic, nonhuman, dsc, tevrin_krit, crew_max_rarity_4","Bounty Is All Mine",0, 8, 6, 10, 8, 4, 4, , , , 555, 750, 239, 290, true,"Krit",crew_portraits_cm_tevrin_krit_sm.png,tevrin_krit_crew, 52.5029, 8.1301, 25.7043, 43.7811, 1, 0, 0, 58.5049
"First Contact Barclay",0,4, 0,0,0,0,0,0,0,0,0,604,117,552,403,108,352,0,0,0,0,0,927,1459,0,0,708,1317,0,874,1487,0,446,523,1120,0,0,352,1046,0,0,282,888,0,365,1054,0,47,115,684,1725,1074,"Human, Starfleet, Federation, Innovator, Quantum Mechanics, Jury Rigger, Desperate","male, organic, tng, barclay, crew_max_rarity_4","Meeting Your Hero",1, 5, 8, 6, 8, 3, 0, 3, , , 675, 360, 170, 505, false,"Barclay",crew_portraits_cm_barclay_firstcontact_sm.png,barclay_firstcontact_crew, 30.8304, 14.4309, 37.0785, 35.6131, 2, 0, 0, 0
"Rurigan",0,5, 548,45,154,1041,109,265,0,0,0,1319,252,398,0,0,0,0,0,0,209,1326,93,1428,1117,646,24,752,394,342,0,0,355,100,0,609,1455,154,1567,1291,965,63,1069,584,387,0,0,389,123,0,490,941,"Yaderan, Caregiver, Romantic, Survivalist, Communicator, Innovator","male, organic, nonhuman, ds9, rurigan, crew_max_rarity_5","And How Do You Plan To Do That?",1, 8, 8, 8, 6, , , , , , 600, 300, 120, 300, false,"Rurigan",crew_portraits_cm_rurigan_sm.png,rurigan_crew, 88.9794, 51.4228, 17.5109, 80.138, 4, 0, 0, 0
"Transporter Chief Kyle",0,4, 0,0,0,0,0,0,323,77,147,893,158,348,577,127,280,0,0,0,0,1492,810,1284,0,1518,624,1109,0,401,967,1192,211,410,916,0,1403,653,1162,0,1364,466,1018,0,291,607,1106,120,303,827,1342,1060,"Human, Federation, Starfleet, Communicator, Resourceful","male, organic, tos, kyle, crew_max_rarity_4","You Hungry?",1, 8, 10, 6, 10, , , , , , 475, 165, 110, 425, false,"Kyle",crew_portraits_cm_kyle_transporter_chief_sm.png,kyle_transporter_chief_crew, 54.967, 44.3089, 16.0038, 52.4244, 2, 0, 0, 0
"Brother Rom",0,4, 353,48,156,0,0,0,0,0,0,664,104,199,923,153,300,0,0,0,1527,1476,621,649,1317,0,774,878,0,944,1077,0,194,592,678,1488,1449,646,653,1275,0,852,924,0,1069,1103,0,270,703,722,1283,1464,"Ferengi, Caregiver, Bartender, Resourceful, Civilian","nonhuman, male, organic, ds9, rom, crew_max_rarity_4","Yes, Brother!",0, 8, 6, 5, 8, , , , , , 375, 155, 195, 375, false,"Rom",crew_portraits_cm_assistant_rom_sm.png,brother_rom_crew, 59.449, 43.4959, 15.6537, 53.4222, 4, 0, 0, 0
"Lara",0,5, 764,256,550,0,0,0,854,354,706,0,0,0,405,157,401,0,0,0,832,172,771,439,600,487,0,1227,0,481,204,333,1228,0,1022,203,6,189,33,112,59,0,671,0,61,7,32,618,0,491,867,20,"Human, Resourceful, Hunter, Survivalist, Romantic","female, organic, tas, lara, crew_max_rarity_5","I Can Tell The Way",2, 9, 10, 12, 12, 0, 2, , , , 475, 355, 133, 165, false,"Lara",crew_portraits_cm_lara_sm.png,lara_crew, 62.1071, 45.7317, 17.6573, 74.7857, 3, 0, 0, 19.0899
"DaiMon Solok",0,5, 1214,220,481,0,0,0,0,0,0,451,106,210,922,151,289,0,0,0,424,622,110,133,249,0,1069,887,0,1212,1082,0,244,860,687,325,523,66,90,188,0,815,965,0,1032,1149,0,271,665,769,782,296,"Ferengi, Smuggler, Explorer, Criminal, Crafty","male, nonhuman, organic, tng, daimon_solok, crew_max_rarity_5","When do you want to leave?",1, 7, 8, 8, 12, 7, 2, , , , 353, 280, 190, 300, false,"DaiMon Solok",crew_portraits_cm_daimon_solok_sm.png,daimon_solok_crew, 79.1618, 18.9024, 17.8539, 73.2495, 3, 0, 0, 19.3716
"Jhet'leya",0,4, 0,0,0,0,0,0,303,119,253,510,120,331,613,252,612,0,0,0,0,1435,1112,1131,0,1467,830,973,0,634,672,1148,242,647,766,0,1080,828,357,0,949,606,226,0,205,57,789,10,454,144,1447,151,"Kobali, Engineered, Desperate, Resourceful, Romantic, Prisoner","nonhuman, female, organic, voy, jhetleya, crew_max_rarity_4","There Is A First Time For Everything",1, 8, 8, 8, 6, , , , 0, 2, 650, 325, 110, 265, false,"Jhet'leya",crew_portraits_cm_jhetleya_sm.png,jhetleya_crew, 43.8106, 35.3659, 17.8883, 52.7115, 3, 0, 0, 21.4085
"Li Nalas",0,5, 511,53,150,0,0,0,1331,296,512,0,0,0,936,151,295,0,0,0,1382,211,1324,486,1179,174,0,867,0,241,26,80,819,0,671,1487,214,1423,667,1274,187,0,952,0,223,51,134,893,0,755,492,293,"Bajoran, Hero, Inspiring, Politician, Survivalist, Cultural Figure, Veteran","male, organic, ds9, nonhuman, li, crew_max_rarity_5","Is there Any Way I Can Help?",0, 10, 8, 6, 10, , , , , , 635, 250, 70, 250, false,"Li",crew_portraits_cm_li_nalas_sm.png,li_nalas_crew, 85.487, 60.9756, 19.3335, 82.1723, 6, 0, 0, 21.0834
"Profiteer Vash",0,4, 325,54,100,591,117,257,0,0,0,0,0,0,883,140,323,0,0,0,793,1516,1509,717,1365,1041,804,285,627,0,1105,0,878,0,706,669,1506,1489,740,1352,964,720,251,583,0,1037,0,809,0,674,1400,1423,"Human, Exoarchaeology, Federation, Smuggler, Civilian, Merchant, Explorer","female, organic, ds9, vash, crew_max_rarity_4","A Friend Dropped Me Off",1, 8, 8, 8, 12, , , , , , 400, 130, 205, 250, false,"Vash",crew_portraits_cm_vash_profiteer_sm.png,vash_profiteer_crew, 55.3745, 8.1301, 16.0298, 43.7908, 1, 0, 0, 39.0466
"Beowulf EMH",0,5, 453,58,143,0,0,0,1003,91,255,0,0,0,1219,292,500,0,0,0,1412,436,1349,272,1207,748,0,454,0,692,46,552,381,0,293,1496,763,1433,230,1286,1025,0,297,0,979,80,856,233,0,187,735,632,"Hologram, Federation, Starfleet, Duelist, Communicator, Physician, Romantic, Botanist, Explorer, Hero","nonhuman, artificial_life, male, voy, emh, crew_max_rarity_5","Emergency! Get Me Out of Here!",0, 10, 6, 6, 6, , , , 1, 3, 340, 100, 225, 375, false,"EMH",crew_portraits_cm_beowulf_emh_sm.png,beowulf_emh_crew, 82.3438, 47.9675, 19.1701, 78.2948, 5, 0, 0, 62.9469
"Lt. JG Sam Lavelle",0,4, 0,0,0,0,0,0,645,51,199,357,53,150,949,102,255,0,0,0,0,1153,1448,1065,0,1043,1203,899,0,618,275,826,407,952,694,0,1335,1427,1248,0,1290,1157,1100,0,770,693,1049,609,946,898,1333,1612,"Human, Starfleet, Federation, Desperate, Gambler","male, organic, tng, sam, crew_max_rarity_4","Think Promotion",2, 8, 8, 5, 10, , , , , , 400, 100, 270, 915, false,"Sam",crew_portraits_cm_sam_lavelle_sm.png,sam_lavelle_crew, 60.0504, 8.7398, 12.1933, 43.428, 1, 0, 0, 0
"Racquetball O'Brien",0,5, 0,0,0,0,0,0,491,96,259,1266,253,450,1012,186,356,0,0,0,0,1292,356,904,0,1218,295,720,0,112,257,966,43,117,531,0,1115,307,882,0,1001,247,700,0,68,240,833,17,98,504,440,190,"Human, Federation, Starfleet, Athlete, Desperate, Duelist, Casual, Playful","male, organic, ds9, obrien, crew_max_rarity_5","I Can Play Any Style You Like",1, 8, 4, 6, 10, , , , , , 100, 180, 90, 100, true,"O'Brien",crew_portraits_cm_obrien_racquetball_sm.png,obrien_racquetball_crew, 84.9437, 21.9512, 17.6046, 82.3876, 3, 0, 0, 0
"Wonderland Tilly",0,5, 1318,230,493,0,0,0,0,0,0,945,166,338,454,87,177,0,0,0,310,526,25,239,172,0,562,1375,0,685,1522,0,235,357,1177,287,497,17,224,165,0,467,1292,0,636,1468,0,252,305,1094,585,256,"Human, Theoretical Engineer, Federation, Starfleet, Casual","female, organic, dsc, tilly, crew_max_rarity_5","I’m gonna be a captain someday",2, 7, 6, 8, 10, 3, 0, , , , 425, 180, 140, 440, false,"Tilly",crew_portraits_cm_tilly_wonderland_sm.png,dsc_tilly_wonderland_crew, 82.9453, 18.6992, 58.6311, 80.2431, 2, 0, 0, 0
"Prophet Kira",0,5, 977,160,468,0,0,0,1029,298,701,0,0,0,461,146,304,0,0,0,666,101,605,374,446,420,0,1215,0,422,161,276,1217,0,1015,450,17,410,137,273,79,0,937,0,95,15,51,876,0,737,517,56,"Bajoran, Prophet, Duelist, Spiritual, Maverick, Cultural Figure, Veteran, Cosmic","female, organic, nonhuman, ds9, kira, crew_max_rarity_5","I'll Try Not To Disappoint You",2, 9, 8, 12, 8, , , , , , 575, 160, , 200, false,"Kira",crew_portraits_cm_kira_prophet_sm.png,kira_prophet_crew, 75.7276, 47.3577, 14.4029, 79.9252, 5, 0, 0, 21.1268
"Science Officer Tilly",0,4, 666,101,221,901,129,250,0,0,0,0,0,0,372,70,151,0,0,0,196,1113,1003,879,845,852,657,496,499,0,1594,0,1452,0,1257,336,1178,1098,875,949,950,711,591,574,0,1568,0,1424,0,1208,1300,1516,"Human, Federation, Starfleet, Theoretical Engineer, Explorer, Displaced","female, organic, dsc, tilly, crew_max_rarity_4","The Best Theoretical Engineer",1, 6, 6, 10, 10, 6, 0, , , , 425, 200, 185, 390, true,"Tilly",crew_portraits_cm_tilly_science_sm.png,dsc_tilly_science_crew, 59.5654, 23.1707, 57.381, 52.133, 3, 0, 0, 0
"Fencing Picard",0,5, 974,219,406,0,0,0,1255,227,502,0,0,0,613,114,238,0,0,0,671,75,609,307,449,326,0,1103,0,351,104,199,1096,0,912,457,52,415,233,278,258,0,1119,0,288,103,181,1083,0,915,221,129,"Human, Starfleet, Federation, Tactician, Resourceful, Duelist, Astrophysicist, Athlete, Casual, Romantic","male, organic, tng, picard, crew_max_rarity_5","Nothing Works Just as You Hoped",1, 10, 8, 6, 6, , , , , , 550, 170, 110, 300, false,"Picard",crew_portraits_cm_picard_fencing_sm.png,picard_fencing_crew, 87.2914, 40.8537, 22.4149, 85.7483, 3, 0, 0, 21.0401
"Resistance Burnham",0,5, 1275,221,445,0,0,0,470,73,192,0,0,0,1027,102,239,0,0,0,382,246,360,104,211,1334,0,804,0,1207,324,1054,747,0,620,373,276,349,207,212,1237,0,1151,0,1136,694,1014,1113,0,942,649,840,"Federation, Starfleet, Xenoanthropology, Human, Duelist, Resourceful, Displaced, Astrophysicist","female, organic, dsc, burnham, crew_max_rarity_5","I Never Quit",0, 10, 8, 8, 10, , , , 2, 2, 300, 200, 143, 525, false,"Burnham",crew_portraits_cm_burnham_resistance_sm.png,burnham_resistance_crew, 85.0213, 39.0244, 19.821, 76.664, 3, 0, 0, 39.5883
"Ancient Humanoid",0,5, 626,50,146,1330,251,447,0,0,0,0,0,0,1006,152,252,0,0,0,70,1203,1117,383,954,206,209,61,135,0,970,0,731,0,602,136,1461,1442,792,1299,298,256,75,197,0,1211,0,983,0,832,375,810,"Communicator, Geneticist, Hologram, Survivalist, Cultural Figure, Explorer, Inspiring, Cosmic","organic, tng, nonhuman, humanoid, crew_max_rarity_5","If You Can See and Hear me, Our Hope has been Fulfilled",1, 8, 8, 8, 6, , , , , , 625, 100, 145, 300, false,"Humanoid",crew_portraits_cm_ancient_humanoid_sm.png,ancient_humanoid_crew, 91.1525, 74.3902, 17.59, 83.2074, 6, 0, 0, 21.3651
"Lieutenant Sahil",0,5, 944,182,386,0,0,0,621,104,204,0,0,0,1272,259,510,0,0,0,726,323,670,84,511,1039,0,417,0,968,98,824,332,0,259,608,323,554,39,419,1113,0,330,0,1045,107,924,258,0,204,303,172,"Human, Inspiring, Federation, Starfleet, Resourceful, Communicator","male, organic, dsc, sahil, crew_max_rarity_5","You found your real home",1, 7, 8, 8, 12, 6, 0, , , , 515, 270, 175, 525, false,"Sahil",crew_portraits_cm_sahil_lieutenant_sm.png,sahil_lieutenant_crew, 87.1362, 66.0569, 58.9692, 86.3159, 4, 0, 0, 0
"Quarren of the Kyrian",0,4, 0,0,0,946,175,352,0,0,0,610,109,250,343,75,147,0,0,0,741,0,1054,1608,0,674,148,410,412,963,1619,0,693,614,1295,674,0,1004,1530,0,617,125,352,370,948,1565,0,570,579,1203,1259,1127,"Kyrian, Casual, Exoarchaeology, Linguist, Historian, Civilian, Cultural Figure, Inspiring, Investigator","male, voy, quarren, nonhuman, organic, crew_max_rarity_4","Trying to get home, to Mars",1, 7, 8, 10, 10, 6, 2, , , , 400, 285, 157, 550, false,"Quarren",crew_portraits_cm_quarren_kyrian_sm.png,quarren_kyrian_crew, 58.343, 43.4959, 12.7457, 52.4308, 4, 0, 0, 19.5233
"Admiral Mark Jameson",0,5, 1149,98,252,0,0,0,540,95,276,0,0,0,1264,212,413,0,0,0,612,285,550,76,405,1101,0,492,0,1018,131,878,415,0,323,1095,500,1032,238,885,951,0,530,0,913,160,790,461,0,346,359,582,"Human, Federation, Starfleet, Diplomat, Desperate, Resourceful, Romantic, Veteran","male, organic, tng, mark_jameson, crew_max_rarity_5","I'm Strong, I'm Alert, I'm Fit!",2, 8, 6, 6, 8, 3, 0, 3, , , 300, 75, 130, 350, false,"Jameson",crew_portraits_cm_mark_jameson_sm.png,mark_jameson_crew, 90.6674, 42.6829, 49.7122, 83.6472, 3, 0, 0, 0
"Patar",0,4, 561,115,259,0,0,0,0,0,0,410,48,117,939,147,336,0,0,0,1149,1183,661,388,934,0,1144,840,0,1281,1046,0,312,905,652,1025,1076,583,358,815,0,1228,817,0,1341,967,0,407,983,603,1284,1348,"Vulcan, Tactician, Federation, Starfleet, Section 31, Telepath","nonhuman, female, organic, dsc, patar, crew_max_rarity_4","It is Critical",2, 8, 8, 6, 8, , , , , , 490, 200, 125, 475, false,"Patar",crew_portraits_cm_patar_sm.png,patar_crew, 58.5565, 15.6504, 12.0089, 46.9075, 2, 0, 0, 18.3749
"Chancellor K'mpec",0,5, 1253,239,493,0,0,0,953,176,374,0,0,0,451,88,178,0,0,0,374,91,352,262,206,649,0,1378,0,615,319,446,1390,0,1179,279,67,261,214,156,559,0,1287,0,560,315,418,1292,0,1090,623,214,"Klingon, Politician, Duelist, Brutal, Veteran, Cultural Figure, Crafty","nonhuman, male, organic, tng, kmpec, crew_max_rarity_5","The Empire Will Not Be Destroyed",1, 10, 6, 8, 8, , , , , , 550, 115, 195, 375, false,"K'mpec",crew_portraits_cm_kmpec_sm.png,kmpec_crew, 81.4707, 47.3577, 23.3791, 77.6414, 5, 0, 0, 0
"Flint",0,5, 0,0,0,1287,213,411,829,234,554,503,103,203,0,0,0,0,0,0,381,826,1257,0,0,26,98,467,204,201,950,463,1281,799,0,484,436,1148,0,0,19,102,533,263,49,350,147,1180,689,0,533,124,"Human, Artist, Caregiver, Romantic, Cultural Figure, Cyberneticist, Duelist, Musician, Resourceful, Civilian, Cosmic","male, organic, tos, flint, crew_max_rarity_5","The Test of Power",2, 6, 4, 8, 14, 7, 0, , , , 150, , 40, 200, true,"Flint",crew_portraits_cm_flint_sm.png,flint_crew, 80.5976, 67.0732, 58.7178, 86.4054, 6, 0, 0, 20.6501
"Su'Kal",0,4, 0,0,0,0,0,0,565,60,203,0,0,0,955,143,298,0,0,0,0,1233,0,1020,0,1145,0,847,0,1057,291,913,794,0,654,0,1301,0,1116,0,1243,0,960,0,1142,455,1019,900,0,763,1634,1692,"Kelpien, Survivalist, Civilian, Telekinetic","male, organic, nonhuman, dsc, sukal, crew_max_rarity_4","I Am No Longer Alone",1, 8, 8, 6, 10, , , , , , 625, 220, 150, 450, false,"Su'Kal",crew_portraits_cm_sukal_sm.png,dsc_sukal_crew, 46.8762, 20.5285, 13.8429, 35.7266, 2, 0, 0, 0
